query_id,unit,metric,protocol,domain,independence_group,source_ref,native_unit_ref,source_cluster
i_12470ff4db4b5482941e774e,i_e0c37ec3188a31d8f4c49a30,CI,legacy_object_ablation,HISTORICAL_LIVE,i_e0c37ec3188a31d8f4c49a30,datasets/t17-v2/stages/f/replay-pairs.jsonl#L9,t17-live-reference-v2-model1-c1-context-grid-p00-s03-r3--replay--context-input,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_8e0454ec62284461af7cbc36,i_27ede671f07b6ce18be3bec3,RIR,chain_v1,HISTORICAL_LIVE,i_27ede671f07b6ce18be3bec3,datasets/t17-v2/stages/g/core-trials.jsonl#L265,run-37c3b793cc942a45274e6d8d,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_8aa9b4abfd905bc4b5c92664,i_f7eba1be0e16b68147ae8d7f,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_f7eba1be0e16b68147ae8d7f,datasets/t17-v2/stages/f/core-trials.jsonl#L133,run-51894a3a7ab24170449371f7,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_8c5a514f07f805a6a22738fd,i_09346464bd776dc500250d0f,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_09346464bd776dc500250d0f,datasets/t17-v2/stages/g/core-trials.jsonl#L289,run-b648922066bef6fccbff5caa,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_bc9b82c3d14201e3d06d8970,i_56dd952b86b4702385ec480f,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_56dd952b86b4702385ec480f,datasets/t17-v2/stages/g/core-trials.jsonl#L85,run-943078e925c172b91e11d036,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_18ae56105690935d515c3e3f,i_67ac7afc2e26b6a1832227b1,CI,precise_control_semantics,HISTORICAL_LIVE,i_67ac7afc2e26b6a1832227b1,datasets/t17-v2/stages/g/replay-pairs.jsonl#L26,t17-live-reference-v2-model2-c1-context-grid-p01-s04-r2--replay--context-input,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_f7fbd16510c016e65a730255,i_ea655953e0ca55e355c28974,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_ea655953e0ca55e355c28974,datasets/t17-v2/stages/f/core-trials.jsonl#L265,run-2549afd523f25f5cd6f82dfe,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_42eb738662f6de1800ff7b6a,i_1e30dbacb2f13930901e4a64,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_1e30dbacb2f13930901e4a64,datasets/t17-v2/stages/h/core-trials.jsonl#L24,run-b94a3f9514db9ebab86ff4f1,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_f9483ed1b6825f9031c83aca,i_3bd0dc264b720243d7309bae,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_3bd0dc264b720243d7309bae,datasets/t17-v2/stages/f/core-trials.jsonl#L229,run-3f774dfbedb05e3d017d818e,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_f64a3148c0ce7abb89070e07,i_8b9d4de11c0088c602060244,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_8b9d4de11c0088c602060244,datasets/t17-v2/stages/f/core-trials.jsonl#L310,run-abc6f9d063487d5052d3f816,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_d79fa76c60952ea35971b98d,i_be9350e608d5e02477ec48ee,CI,precise_control_semantics,HISTORICAL_LIVE,i_be9350e608d5e02477ec48ee,datasets/t17-v2/stages/g/replay-pairs.jsonl#L80,t17-live-reference-v2-model2-c2-tool-return-grid-p01-s02-r2--replay--tool-return,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_994564e6cc2c0d78134e0e25,i_a5cbea61a70f19b97e9e1e76,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_a5cbea61a70f19b97e9e1e76,datasets/t17-v2/stages/g/core-trials.jsonl#L245,run-e3a2286e3afbaec58d59ca8b,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_f98217947e19824e2015cb0b,i_ade97fc57bd7b948c48549a3,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_ade97fc57bd7b948c48549a3,datasets/t17-v2/stages/g/core-trials.jsonl#L189,run-86a6fa8c6459269eacde0d09,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_e312ff2b85f552f239b60c6f,i_d4c8883bc450c475ed2a294b,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_d4c8883bc450c475ed2a294b,datasets/t17-v2/stages/h/core-trials.jsonl#L166,run-db60932d87d8790803decf58,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_25cd954fa267b0a30f27f729,i_c377fbcf2bcd09915d30428c,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_c377fbcf2bcd09915d30428c,datasets/t17-v2/stages/g/core-trials.jsonl#L235,run-f38a0fe75dee494aedd2084e,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_ef0922c582fe8b286f1ac0a4,i_7ed55eeffd772d315c9b95f8,CI,legacy_object_ablation,HISTORICAL_LIVE,i_7ed55eeffd772d315c9b95f8,datasets/t17-v2/stages/h/replay-pairs.jsonl#L128,t17-live-reference-v2-defense-g0-preserve-defense-enforce-s03-r2--replay--memory-read,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_04040b65d1bc92b2100982ba,i_1e2663c7f6a68f14c3a69fd7,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_1e2663c7f6a68f14c3a69fd7,datasets/t17-v2/stages/f/core-trials.jsonl#L263,run-23a6913d3c77cbd4d10495db,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_6f1687d516c381e0ac599ed8,i_04e50a8f52c2c2993aff1c43,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_04e50a8f52c2c2993aff1c43,datasets/t17-v2/stages/g/core-trials.jsonl#L137,run-9c58d68f8079cefbe88f036f,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_be74e162d998044493d8d89e,i_9c08eef0d2e4fe519b8c5522,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_9c08eef0d2e4fe519b8c5522,datasets/t17-v2/stages/f/core-trials.jsonl#L157,run-2a61f05abfc1a4b3aea58b77,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_c94aeb8a0565b7b4016164da,i_afea6b64e0e296a41ef4be8c,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_afea6b64e0e296a41ef4be8c,datasets/t17-v2/stages/h/core-trials.jsonl#L51,run-741817ced1a11eb9771a8a0f,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_10e7b3f4d4080b816d634f7b,i_c74bc128da9eb7154385c2ee,CI,legacy_object_ablation,HISTORICAL_LIVE,i_c74bc128da9eb7154385c2ee,datasets/t17-v2/stages/h/replay-pairs.jsonl#L85,t17-live-reference-v2-defense-c2-tool-return-grid-p01-defense-enforce-s04-r1--replay--tool-return,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_41eda30d40c88d4decdaa3a4,i_d00adfdf66ac26062aeb1590,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_d00adfdf66ac26062aeb1590,datasets/t17-v2/stages/g/core-trials.jsonl#L267,run-373e965ed85880c987fb67e3,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_56afa7dc1626e60eb8e922c3,i_4f09d739a0b3e5acf892d8a8,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_4f09d739a0b3e5acf892d8a8,datasets/t17-v2/stages/g/core-trials.jsonl#L346,run-17994a2f094922346f961133,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_d1ff3cb062e18fbe32bf6a05,i_f92a87a05a53c81934129cd4,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_f92a87a05a53c81934129cd4,datasets/t17-v2/stages/h/core-trials.jsonl#L144,run-dc249a7d7f13fa2a1f5745ae,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_784ea3d4c5e56ba409a0697f,i_837b9c67b134ef3a2a3302e2,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_837b9c67b134ef3a2a3302e2,datasets/t17-v2/stages/h/core-trials.jsonl#L162,run-5f680059bad81f1081ec6fbe,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_99a5a7617fbd9f6f4ee3d7be,i_8193414032b0c6643060a418,CI,legacy_object_ablation,HISTORICAL_LIVE,i_8193414032b0c6643060a418,datasets/t17-v2/stages/h/replay-pairs.jsonl#L21,t17-live-reference-v2-defense-c1-context-grid-p01-defense-enforce-s02-r3--replay--context-input,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_f524c56e02bda03fd0665743,i_effa13254f716b37faec7fce,RIR,legacy_v2,HISTORICAL_LIVE,i_effa13254f716b37faec7fce,datasets/t17-v2/stages/h/core-trials.jsonl#L210,run-c28c2c538c9e86bc377e77aa,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_0d541c7bbd6549db12a28e7d,i_c36771a6abcc0a1f41935602,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_c36771a6abcc0a1f41935602,datasets/t17-v2/stages/f/core-trials.jsonl#L316,run-a8b45a23ac7f3a6f4acd3757,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_10c5fcb8a4122aecb33ed841,i_f97fc22a41c799470ddbae19,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_f97fc22a41c799470ddbae19,datasets/t17-v2/stages/f/core-trials.jsonl#L252,run-e1492296d0620959b03ce673,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_631dd75237c99f1e6537c1f9,i_1d54b191e73100b73265ac94,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_1d54b191e73100b73265ac94,datasets/t17-v2/stages/g/core-trials.jsonl#L296,run-99dafc395c65226c5ea231a7,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_8c45ff4c8508221dda205a8d,i_452cc5c8bdf7c3800e893aac,CI,legacy_object_ablation,HISTORICAL_LIVE,i_452cc5c8bdf7c3800e893aac,datasets/t17-v2/stages/h/replay-pairs.jsonl#L174,t17-live-reference-v2-defense-m1-drop-memory-defense-enforce-s03-r3--replay--memory-read,source-block:datasets/t17-v2/stages/h/replay-pairs.jsonl
i_ecb4479f9a4360e6a996505e,i_8ce58d083879dd2ae7df8e64,RIR,chain_v1,HISTORICAL_LIVE,i_8ce58d083879dd2ae7df8e64,datasets/t17-v2/stages/f/core-trials.jsonl#L254,run-32c20d0f4ededc6cabdc3a67,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_9d28139a41ccddf92a0c5c2f,i_487d44cb78588e8842cc9fcb,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_487d44cb78588e8842cc9fcb,datasets/t17-v2/stages/f/core-trials.jsonl#L321,run-9045294a227dad5871518ace,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_51e5525aec051494ab3e608b,i_7cd03bf7ac006fe8b340906d,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_7cd03bf7ac006fe8b340906d,datasets/t17-v2/stages/h/core-trials.jsonl#L135,run-064b2da09d7953d4bca6a2a6,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_7391f5f5f1320ea48be7a45c,i_b7db4a6cd16810103b434961,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_b7db4a6cd16810103b434961,datasets/t17-v2/stages/f/core-trials.jsonl#L128,run-cd7c8fe309982e8c3519f4ab,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_2231f7723cc5689b7b05ff40,i_a9a516a91f28e17298f0b4bb,CI,legacy_object_ablation,HISTORICAL_LIVE,i_a9a516a91f28e17298f0b4bb,datasets/t17-v2/stages/g/replay-pairs.jsonl#L155,t17-live-reference-v2-model2-m1-preserve-s02-r2--replay--memory-read,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_d231188978fbfed2eff43583,i_3f890a8199623c2f6805041a,RIR,legacy_v2,HISTORICAL_LIVE,i_3f890a8199623c2f6805041a,datasets/t17-v2/stages/f/core-trials.jsonl#L260,run-8c980c82f345ac75647c5683,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_5f94f7dc42cfc608d48044a8,i_84271997a96d211c97af7270,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_84271997a96d211c97af7270,datasets/t17-v2/stages/g/core-trials.jsonl#L233,run-bad1529d53a0e3c42b4b8133,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_281f428662f1fe69561cc8be,i_51122b1e342ea28c56d92a3e,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_51122b1e342ea28c56d92a3e,datasets/t17-v2/stages/f/core-trials.jsonl#L226,run-811d5fd66996a97c522d29e1,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_d7c4c28b285b01858c79e08b,i_2155ed3bcbbccaf84cfbd4f7,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_2155ed3bcbbccaf84cfbd4f7,datasets/t17-v2/stages/f/core-trials.jsonl#L33,run-dfef1d3e635e3104a2773f23,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_a8752ba9aa339d74de142c3d,i_e6e2c3f6c783a5ae4ae4d3af,CI,precise_control_semantics,HISTORICAL_LIVE,i_e6e2c3f6c783a5ae4ae4d3af,datasets/t17-v2/stages/f/replay-pairs.jsonl#L10,t17-live-reference-v2-model1-c1-context-grid-p00-s04-r1--replay--context-input,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_8cc6b558faaced118758706a,i_aa097767dd5dfdd5b761d787,RIR,legacy_v2,HISTORICAL_LIVE,i_aa097767dd5dfdd5b761d787,datasets/t17-v2/stages/h/core-trials.jsonl#L195,run-5113a6e773bdf1b643776087,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_97b949b925e680c17a3b219b,i_0e7c586a987806f17167e931,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_0e7c586a987806f17167e931,datasets/t17-v2/stages/g/core-trials.jsonl#L234,run-b3c74cc06bdb1fed9abb3668,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_0becb9bcafe7d87c4002c010,i_eef20e5efa3b100f946bd33a,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_eef20e5efa3b100f946bd33a,datasets/t17-v2/stages/f/core-trials.jsonl#L230,run-e3e5cc3049ba69bee749ad1e,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_e86e2efbdade0235fa17e497,i_7358647be64ef0c538448b4c,ALR,T11_explicit_reason,HISTORICAL_LIVE,i_7358647be64ef0c538448b4c,datasets/t17-v2/stages/f/core-trials.jsonl#L218,run-9cbf7d2482d03f150cf2c653,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_d07253b9fe8da4d2c2bfa73c,i_fb42831f68c29543786b0a4d,CI,precise_control_semantics,HISTORICAL_LIVE,i_fb42831f68c29543786b0a4d,datasets/t17-v2/stages/f/replay-pairs.jsonl#L57,t17-live-reference-v2-model1-c1-context-grid-p11-s04-r3--replay--context-input,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_f3b2393f8acb8c3ec8bcd01e,i_7f413627c3ad802fc04ed728,RIR,chain_v1,HISTORICAL_LIVE,i_7f413627c3ad802fc04ed728,datasets/t17-v2/stages/f/core-trials.jsonl#L268,run-79f32852ea3a67bdaa0b5f56,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_b92447ca18f5b72d473373ba,i_5f3040a9328737375fb295d8,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_5f3040a9328737375fb295d8,datasets/t17-v2/stages/h/core-trials.jsonl#L91,run-82b59fcbe07f9c1d3b87106f,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_dd056858713ae8b92f83fee2,i_25a57875b72b12ad856e864c,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_25a57875b72b12ad856e864c,datasets/t17-v2/stages/f/core-trials.jsonl#L239,run-15b89086485d9d92627f0ab8,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_121290219437cb017dd537ce,i_842e9cdc520e41a6727309b0,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_842e9cdc520e41a6727309b0,datasets/t17-v2/stages/g/core-trials.jsonl#L24,run-ebae5248d0945cae4584a22d,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_b0545d845e4f95f55c5bd3e2,i_f28a3c2ab30d3237eb1ff97f,CI,legacy_object_ablation,HISTORICAL_LIVE,i_f28a3c2ab30d3237eb1ff97f,datasets/t17-v2/stages/f/replay-pairs.jsonl#L79,t17-live-reference-v2-model1-c2-tool-return-grid-p01-s02-r1--replay--tool-return,source-block:datasets/t17-v2/stages/f/replay-pairs.jsonl
i_31f478aa02f96c8eda4856e5,i_d54fb9d633f9f65b5439f4b6,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_d54fb9d633f9f65b5439f4b6,datasets/t17-v2/stages/h/core-trials.jsonl#L207,run-15f24b0f120b879bef73f19a,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_3e76c86e42f2e4f9e76f471c,i_2e720e4104401be8746c816b,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_2e720e4104401be8746c816b,datasets/t17-v2/stages/h/core-trials.jsonl#L82,run-c011732c7ea5d15e07a2292b,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_f1911196b85b4dfae6b7d968,i_63308337f88546ee5609ea00,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_63308337f88546ee5609ea00,datasets/t17-v2/stages/h/core-trials.jsonl#L199,run-e81d26f0ef51b0755e2f6a0b,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_35d790d130fcc8a62382ab8c,i_539760fcb873bafd6947da13,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_539760fcb873bafd6947da13,datasets/t17-v2/stages/f/core-trials.jsonl#L290,run-041ac09934676ea4e08c91ba,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_3af01660dea90503c5a3cb38,i_18d16dcd75baaee3f5ff65aa,CI,precise_control_semantics,HISTORICAL_LIVE,i_18d16dcd75baaee3f5ff65aa,datasets/t17-v2/stages/g/replay-pairs.jsonl#L52,t17-live-reference-v2-model2-c1-context-grid-p11-s03-r1--replay--context-input,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_cb9a37536898460a79934b63,i_ecaa0d1fdd9ca1dbb9a5cc34,RIR,legacy_v2,HISTORICAL_LIVE,i_ecaa0d1fdd9ca1dbb9a5cc34,datasets/t17-v2/stages/f/core-trials.jsonl#L253,run-214f002eb5a38d91a2a6fd4c,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_7593e7ab14444b32c86ea193,i_6c028b109cbe2da991600e08,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_6c028b109cbe2da991600e08,datasets/t17-v2/stages/g/core-trials.jsonl#L259,run-532432623d7c7531a94e0a70,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_ca0058d304d924291299c5b6,i_104b3aade4cfa47194007142,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_104b3aade4cfa47194007142,datasets/t17-v2/stages/f/core-trials.jsonl#L287,run-31d1921cae75b95c8e089e44,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_8b70cbed7739031eafac7bfa,i_b41f72c42c8b81ae5a3c179b,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_b41f72c42c8b81ae5a3c179b,datasets/t17-v2/stages/f/core-trials.jsonl#L348,run-ac8878a8106cbe0ad828fba4,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_eb4bc0e60326abd7f13e34f5,i_71393fe3b19758712d6cb362,CI,legacy_object_ablation,HISTORICAL_LIVE,i_71393fe3b19758712d6cb362,datasets/t17-v2/stages/g/replay-pairs.jsonl#L67,t17-live-reference-v2-model2-c2-tool-return-grid-p00-s03-r1--replay--tool-return,source-block:datasets/t17-v2/stages/g/replay-pairs.jsonl
i_80ae49d4c38c333414ccdf10,i_e29dda2c1a22212eed78958e,RIR,confirmed_prefix_v1,HISTORICAL_LIVE,i_e29dda2c1a22212eed78958e,datasets/t17-v2/stages/g/core-trials.jsonl#L260,run-f910549c93a730f684b374db,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_c9cc1828fbb96975c369067b,i_529aace968a67522573de419,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_529aace968a67522573de419,datasets/t17-v2/stages/f/core-trials.jsonl#L26,run-d22a0d0aaa31907ee5bc1371,source-block:datasets/t17-v2/stages/f/core-trials.jsonl
i_98ada99ee774e415039334ff,i_d0056f4867fbd029eb536139,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_d0056f4867fbd029eb536139,datasets/t17-v2/stages/h/core-trials.jsonl#L125,run-be67fb23318c3a0ec9c080e8,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_55043e97b7bec5fe5f52908f,i_020cd70c809a8344957f1021,ALR,P3R_identity_guard,HISTORICAL_LIVE,i_020cd70c809a8344957f1021,datasets/t17-v2/stages/g/core-trials.jsonl#L124,run-5d982b10239ba1ddab6718a7,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_9c0bdce71a8c896a6058f78e,i_cab50022be54405003a54f60,CI,legacy_object_ablation,HISTORICAL_LIVE,i_cab50022be54405003a54f60,datasets/t17-v2/stages/f/replay-pairs.part-0002.jsonl#L15,t17-live-reference-v2-model1-a2-structured-confirmation-s03-r3--replay--authorization-claim,source-block:datasets/t17-v2/stages/f/replay-pairs.part-0002.jsonl
i_3d09de3135f8d304bcecd5ce,i_46c4c4b84004dde87f8e53cd,RIR,legacy_v2,HISTORICAL_LIVE,i_46c4c4b84004dde87f8e53cd,datasets/t17-v2/stages/h/core-trials.jsonl#L191,run-126825790781f3701c60204b,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
i_ce1ff7718a6ac5df27f48695,i_39b10dbe2122df1db04cab34,TaskSuccess,mechanical_public_obligations,HISTORICAL_LIVE,i_39b10dbe2122df1db04cab34,datasets/t17-v2/stages/g/core-trials.jsonl#L309,run-ce33c0596b76d912f93f4d40,source-block:datasets/t17-v2/stages/g/core-trials.jsonl
i_0b2c63caad509f19a74c6531,i_30a0ce1d1d51c4f70ff95f7a,UEA,actual_receipt_and_authorization,HISTORICAL_LIVE,i_30a0ce1d1d51c4f70ff95f7a,datasets/t17-v2/stages/h/core-trials.jsonl#L121,run-3ca7d193f0dba45dde90d5c8,source-block:datasets/t17-v2/stages/h/core-trials.jsonl
